,P27635,P18077,O95336,P33240,P63279,P00390,Q14919,Q96RT1,O60869,Q92890,P99999,Q8NC51,P20962,O00622,O95793,P55809,Q15582,P49207,P49006,P40222,P31040,P36551,P35222,P60468,P30626,Q6BDS2,P28072,P59998,P31949,O00422,Q15084,Q02543,Q13443,P98179,Q13637,P82979,P68371,Q14108,P67809,P62917,P62910,P62851,Q14160,P62424,P62269,P61981,Q92747,Q14764,P61978,Q07666,O75439,P13796,O95757,Q9NVP1,P09669,O75934,O75608,P10412,O60831,P04844,Q99614,Q9UK76,P20645,P23528,P09104,P08195,Q9H3U1,Q9H3N1,P61026,P07093,Q9H5V8,P24844,O94776,P62266,P62750,Q9UBS4,Q13907,P84098,O15143,Q00341,Q03135,Q15121,Q9Y3A5,P42766,Q16698,P46778,P31153,P46782,P11802,P27816,Q13547,P29317,P30085,Q13509,P07437,P08581,Q02750,P24941,Q14978,Inhi_5,pert_id,trial names
30,0.05490909985483614,-0.09916077517620885,0.11283876460643288,0.2986203659385335,-0.19653442121657724,-0.16576183612195927,0.05394624382757237,0.2187850395485357,0.03588167063123987,-0.039538904859988046,-0.12862108404000813,-0.35883811482704814,0.10527227885229234,-0.27005980268738067,-0.26578602018794006,-0.045406322966900815,0.4162245326909478,0.1511373739276339,0.06168505484259237,-0.04157658216821511,0.09959028235559146,-0.061421437415955925,-0.5041510982855314,0.05097211991798813,-0.06967089676753838,-0.12677154621564057,0.09183402669770785,0.08821056119543358,-0.1100463268919956,-1.1605935140065602,0.07486350333104008,-0.18168174534654943,0.03724927995010696,0.2207955201709301,-0.5335120908511634,0.07912816249592873,0.26749097128300175,-0.3476284131899319,-0.11151966027371081,-0.16085633841947963,0.21200724167703255,0.1547647843716313,0.06183822747719606,0.013750030100494767,0.19749239104347552,0.12215362418018023,0.1714332882759653,-0.0839884242578467,0.0018417402240707887,0.07950246418424743,-0.12626987751704707,-0.434904582946805,-0.034629405727358085,-0.12673304006352967,-0.5023882288855034,0.1043428646731817,0.00950314131287368,-0.4343848768276783,0.9055328760044382,-0.23218072827388384,0.02579260785175375,0.01432453254436413,-0.14651477082657702,0.22703475956982966,-0.16935264995763052,-0.1791940720498,0.1544674225168984,0.04652772984348416,0.0035530416284966317,-0.10630911653826643,0.0874564033533919,-0.6678022028835816,-0.17498024295078307,0.31677193681250676,-0.10098435780933901,-0.487099874330238,0.006605651830282638,0.18690379717122674,-0.017717164065156155,-0.17814375183611109,0.03163308845905396,0.8678777148647954,0.0048040701015369435,0.06303451804429226,0.05975743236806514,-0.020891861791224393,-0.05115557422736409,0.07983930834609436,0.2806677749520799,-0.3588696668541617,0.10209722474014993,-0.3305338193802894,-0.08337677566427447,0.38221150971851564,0.30416614182790536,0.1798140342053266,0.3165307216085224,0.356621527956319,-0.2876039283778236,0.9359594006999999,73,Chlorambucil_73_24
33,-0.48505538267647214,-0.9150432949610302,-0.3376973388061549,-0.22268699973940462,0.4067392634407841,-0.003523393939427792,-0.7588922300343225,-0.0619608441565336,-0.8088782760646583,0.1714715729483717,0.23532454289471674,-0.4655989314249101,0.4231360521218536,0.010748289356896257,-0.011374540750455195,-0.13674280197429947,1.6850233153610927,-0.6803740618020376,-0.19633208180302827,0.04347648041723806,-0.2703614232572311,-0.20902421325417472,-0.38674071357813844,-0.05733713012523015,-0.5194322787232716,-1.2811334617360275,-0.3909363791985892,-0.12561790031618247,-0.003970070049836035,0.032455791897281004,0.1772841776663184,-0.9986117563336908,-0.5135419446554723,-0.29282980924948204,-0.03998823214213817,0.10273997122488811,0.08491699610877762,0.03395347698226022,-0.44135697343258595,-1.0293944490998135,-0.5864004060410394,-0.12541717865710697,-0.32823203692306285,-0.5509937501510088,-0.44668731583944815,-0.3896144049218842,0.5328051281446918,-0.42332328233164623,-0.3307758542083888,-0.5491559262119485,-0.3639327181521193,0.16023433872628526,0.34451022265579284,-0.1855254318348393,-0.571399015451541,-0.21279150159453564,-0.12096133187664931,-1.439662963902399,0.24206782713798747,-0.1453105127868917,-0.059688545255937565,0.17080963427334092,0.07327727801427157,0.05666858482424658,-0.2810656008378322,0.4466929041700373,0.10830092657925572,0.1284997912099616,-0.4106305430943615,0.4245399178932958,0.11058014396554318,-0.2660390187685426,-0.08864173044098783,-0.5050275604902463,-0.36466008607316724,0.24067672390784223,-0.3565914082578803,-0.318098866920207,-0.5366220478042711,-0.27987712850638685,-0.17590619147908423,1.2356775437675698,0.07910672232615609,-0.8407320716044223,-0.4089859375671476,-0.7595705612550954,-0.363173015858476,-0.3449134274669709,0.03987042462287697,-0.5410110906459205,0.00952327600389096,-0.03533582733039531,0.2099291361116319,-0.05364751583167302,-0.0765803870286532,0.7774362705508485,0.42976130330469015,0.48881846591654643,-0.23530447523806855,0.6924543721,64,Cisplatin_64_24
36,-0.2779459493128687,-0.0922658548172053,-0.3170480203996669,0.1801232115791224,0.23135163876518283,0.15346463500240484,-0.18711314533803383,0.3250574845838065,-0.17320598698994716,-0.1524005696406507,-0.17507972648762016,-0.48036366936613656,0.355688305937292,-0.7776487373059641,-0.3078686849902393,-0.042536077973928686,1.1343633477044834,-0.09000055647891907,-0.23347331170356156,-0.1631328568731374,-0.1432136844715041,-0.07602639470770785,-0.0755264803753604,0.21193904550531864,-0.07493905414813769,0.1709497085721469,0.06141248831447573,0.059531436209832485,-0.07021169134072804,-0.0826224228431154,-0.19283701345730883,-0.426380697801851,0.025972950635730376,-0.38665341558708827,-0.40274826284457216,0.028699757199929492,0.3550029443407939,0.1982887389930221,-0.34562898766250955,-0.12395116302016768,-0.2575673816012125,0.13647870589298786,-0.15770405616202052,-0.1938232139172145,-0.03867210183554903,0.06240926583847148,-0.007225376407871242,0.16155087174298677,-0.14551970071457002,0.13901980397315752,-0.06866897010790331,-0.6996902931178542,0.11389166814408057,-0.212440338589967,0.29044921102726423,-0.271868876417191,-0.08782745242368417,0.0682460939227409,0.6872989682016123,-0.08796073876138215,-0.11040013493003702,0.1920037198663672,-0.2615628263609549,0.15774172607636897,-0.11340793369505024,0.01025085531684157,-0.059961382857039475,-0.1793672787939967,-0.03155739764049612,-0.3890401157600654,-0.8375509081195012,-0.531906623265876,-0.7186156612029788,-0.21174142884151292,-0.17974469982102811,0.2695071476693318,-0.1501195749377435,-0.12635140095006633,0.034785269921958066,-0.060784884861394356,0.011445314175154264,0.667491402971229,-0.5521667484294842,-0.26344520079097267,0.25773749475108265,0.14847674876313857,-0.5455922911865816,-0.22464649506221748,-0.05084706426486061,-0.16143974806053688,0.19374952146344762,-1.2708403624463256,0.09320000033643518,0.3552071960979803,-0.0499604519046923,0.33627431588503737,-0.01192416562228199,0.5627303479951452,-0.6397047053741455,1.0678683203894699,17,Cobimetinib_17_24
39,-0.07880933641545089,-0.5133089565265527,-0.36068599301977816,-0.9515394546887496,0.2959928930545638,0.051733631182004663,-0.6355570197034499,0.13563379869715234,0.00939466225798069,-0.404352004139513,0.262651543434636,-0.9777139738867537,0.43082254523761954,-0.41279254904322465,-0.4978854159061946,-0.19177405515228602,0.7638737789838628,-0.28594508188703205,-2.835808441531511,-0.2806609520841866,-0.2304494366909174,-0.15482981386812628,-0.10281938105048755,0.36617402455941833,-0.2686062879909313,-1.4517665484573603,-0.5075217296034796,-0.06368354617907332,0.4625294686711189,0.12354615729071439,0.1996199269532676,-0.8397956522640776,-0.3229648415697487,-0.2752547036204676,-0.17607872367286442,-0.6030970529438135,0.23422647436311073,-0.3011681642093413,-0.819178531724275,-1.0293798105839072,-0.8993137294055982,-0.1471637198308039,-0.30475380306791844,-0.37025129905319965,-0.25269734711471237,-0.3620701519796554,0.5307860574823475,-0.14739483600122424,-0.3826100159533136,-0.40537975115505576,-0.5351450358005346,-0.4568748500853756,-0.7348860238913372,-0.2608387580309082,-0.3098402123835889,-1.199025095331564,-0.061168092931669214,-1.2821438774571605,0.7258877146997174,-0.2955476936890297,0.023173345825833837,0.044986935678056054,0.41437711409556166,0.11555413706370729,-0.11169568459733636,0.21921403315397214,0.204893637197345,-0.48202116760927216,-0.09230274886263594,0.2259704447733768,-0.05952548161305713,-0.8918934529364819,-0.3307577991066588,-0.7032631634464305,-0.20341923965952563,-0.5970308047669034,0.18375671611759306,0.0803780419542719,-0.26375435372315176,-0.13975721906660482,-0.07634933080475947,0.7905582288482611,-0.605262387246219,-0.8184768313536889,-0.46731466689230183,-0.43611116164193525,-0.20079441553713395,-0.3976775542878239,0.18534612112194807,-0.42700427380866135,0.09383540497295624,-0.2385500929402648,-0.0855219423498193,0.03668955612832151,0.21228110167275033,0.6244288320189684,0.003759758846815675,0.2995439496349392,-0.6541143351129646,0.8836829201999999,70,Cyclophosphamide_70_24
42,-0.5235165605905984,-0.3780757062058063,-0.457152808253175,-0.4600993924478229,-0.43208030991213714,-0.37550616777583284,-0.7008921176784743,-0.22738506743470857,-0.06606813217517593,-0.4082723044620094,0.14480798665926245,-0.4754422326236598,-0.05521686919989873,0.8273278804828209,-0.037272696269083326,0.2445777470255507,2.4709013198710346,-0.18093205834909024,-0.8031439695075124,-0.25594115953853674,0.024210259235078007,0.3364246033926381,-0.2728860265619459,0.08016621202537698,-0.2748054521787379,0.455355024247086,-0.06998370284823234,0.04538849228266728,-0.20127529176626116,0.19974573083011782,-0.058620548796446605,-0.5180306137693654,0.1037311674550071,-0.1031241670758678,-0.9794985881089615,0.4956500094779169,0.06666334337552972,0.28396007361311737,-0.4297028566971514,-0.3008908266358363,-0.09853326521507104,-0.30301099444175733,0.008881092928219573,-0.32702240093697127,-0.2686161687797988,-0.1398332185482475,0.15524780774147826,-0.13564195588520267,-0.09126159388792021,0.25199947563949526,-0.10830046796680078,-0.4087612045712386,-0.32005646561372886,0.144727525996418,0.13670488069825656,-0.12089982396768327,-0.36871128231072015,-0.044080407757314054,0.7149535414981073,-0.46490845683906473,-0.1930365526573653,-0.4984069167809298,0.03548305670893533,0.10825267512843872,-0.5554783558238788,0.3171546298544298,0.38210230409265583,0.016061685105035178,-0.12278663471696061,0.8015535092495453,-0.3656923524685353,-0.6530412125398147,-0.9729793094082192,-0.2841925096553197,-0.343760066798265,-0.014145861466744717,-0.2616193497581076,-0.18745348292323763,-0.35405700270468854,0.07303606305920139,-0.014828361397826359,0.20939068785184797,-0.5505425833440464,-0.8229469161589348,0.3955345726826869,-0.46856164489494406,-0.7604151412582413,-0.41801946722873895,-0.1694149552040929,-0.1330595622577978,0.2876014673677114,-0.5086812374650895,-0.1891261230999692,-0.06461478640882697,-0.44147122298368563,0.5794929133651517,0.5786928273441788,-0.3953174363096153,-0.2821439922217341,0.6167079061999999,34,Dasatinib Hydrate_34_24
45,-0.16414746659496054,-0.3992548683620285,-0.22067582624478965,-0.4739900421480341,-0.0006885342544405612,-0.8591033344358605,-0.6084336691239455,0.025465574261802782,-0.027660857746929002,-0.5097333923054964,0.18580277265681935,-0.6160903186048629,0.4831920956003346,-0.11556297191641757,-0.5955993793745814,0.0856857540150145,1.2988052994935866,-0.31214953276953095,-1.2505332386062245,-0.09232234382572287,-0.357690542683746,-0.5013783538658425,-0.4049164174820361,0.26458144636900666,-0.4496662546379242,-1.2517584687389163,-0.5328742514698784,0.0030887789421352708,0.25761727448063715,-1.0936799496574265,0.043319771925149735,-0.8221536746022489,-0.19413793551994638,-0.300308107257853,-0.31728535599887536,-0.5346881415642022,0.07399219802350217,-0.31960797147152237,-0.3775610690623899,-0.8792607687701645,-0.6108789612706188,-0.37879028658650227,-0.03955816714845552,-0.45849895880138297,-0.32952242297703044,-0.3008662280295162,0.06119533859710594,-0.3027967534339295,-0.33869879956341653,-0.6095378776513901,-0.4986741007312139,0.12794024694271536,0.3808463618883613,-0.6332613165986917,-0.39957382625335286,-0.5591264709045088,-0.3446506245546617,-1.4755645046629038,-0.4377452203469612,-0.18930482219969957,-0.04457651859493739,0.4096493096581518,-0.07724617131265302,0.13741323817645135,-0.027519452568320214,-0.04763362565720238,0.2503483762993916,-0.6234686021637618,-0.4751633296247834,0.27097068338281277,-0.2835870774062073,-0.31417355343981085,-0.2519311114460566,-0.852040309091846,-0.21571973477791648,-0.2081792399389216,-0.040463329720191586,-0.2641794557692107,-0.1355449967001803,-0.43839657917381064,-0.5789060839726545,0.6175915730199718,-0.54937425996293,-0.48383589755461104,-0.7553838894592005,-0.44859812284684136,-0.27781659889972504,-0.6617240266061358,0.03946758758451374,-0.4854290925130719,0.05878290499142702,-0.14082556575167607,-0.16099258745795086,0.017912869485305936,0.14026761239542648,0.3989343525175631,0.05238284850410182,0.345053509737926,-0.7032858564021388,0.3419459619,35,Decitabine_35_24
48,-0.03728755171986902,-0.12852304575200604,-0.10183858199750333,0.06190878661532926,-0.021006319507847093,-0.4305579920054207,-0.22785217146089795,-0.42472911266487906,0.03680252634793444,-0.1716603007138077,-0.37664557266429877,-0.6149086521150491,0.05361438756600043,0.70260585831402,-0.3528135889764765,0.005377027932069708,1.2924284606069747,0.025653826498827397,-0.5532774664968522,-0.16899896911633694,-0.24675382178881158,0.018706274199010497,-0.3635948954004038,0.26164693366152236,0.041137797870656245,0.26088648840936574,0.08343616914843328,-0.21740295947091096,0.002587593433493185,-0.3694039442030083,0.07694326610520451,-0.39982482996203145,-0.06413695468581895,0.09507524637717148,-0.8214782263591413,0.0910769347171591,0.48896870196181447,0.18798165907698294,-0.20895780624661162,-0.09385890198505153,-0.5825331904992692,0.2021026086740465,0.15668351966482938,-0.16348375786950656,0.07219840252527768,-0.02781960538235893,0.4911424864229191,-0.3216408557036904,-0.052345048079349504,0.09119935194055347,0.0076535550696723575,-0.26589116965446413,0.047095471791064526,-0.5889759834102963,-0.25078000083268276,-0.13541347136734325,-0.10648769620554067,-0.7794203994278711,0.5217618483189045,-0.10985866680238043,-0.18619050384141436,-0.3864591972337897,-0.05349714079905868,0.10985968998760239,-0.2250576588083236,-0.059016291184148216,0.09832520834477192,0.2999759538977683,-0.2058393301288127,0.40724777206234464,0.020059073437282027,-0.5984674255283532,-0.24602861788165029,0.007442021404857872,0.007945735650390121,0.11866991241720287,0.08431256591648957,-0.13660572317649242,-0.2239500182193156,-0.29323085005140226,-0.1876982095696468,-0.7433364690493889,0.05050020477027154,-0.29399095191505925,0.2395403209389635,-0.17099066359881596,0.012779540971183013,0.09726416938332212,-0.2789582070144356,-0.41064441309153193,0.07522899401650555,-0.4614285781336034,-0.326538059818415,0.41606086468489245,0.3465258168031274,0.11558726038844158,0.2239608362638852,0.345351880257202,-0.37836216887946844,0.7183622828999999,53,Docetaxel_53_24
51,-0.9684110182485355,-0.1801796377682474,-0.628759559620148,-0.9955831300236255,0.020819544944950225,-0.8372102996229177,-0.6177651112357561,-1.172115265410321,-0.5503915913532031,-1.5392513106401975,0.02970297662288718,0.040891390930666946,-1.0382958352356522,0.3698385505929084,0.2465312942633712,0.26413426831279935,4.131373510262683,-0.614896358034952,-0.952659200764859,-0.04114864321800987,-0.12409499111560518,-0.29525224017800367,0.16726698057575373,0.0019599167137975926,0.11535992277654651,-0.8257225087795088,-1.1747352152089858,-0.5917655008020084,0.5588046728717246,-0.0889570816912702,0.20892938643819703,-0.395384728966044,0.07319672664567375,-0.9428081841924492,-0.8017654095880011,-0.13461745597048574,0.11124592609649664,-0.3214309884024298,-0.30425767805053994,-0.655861898970803,-0.5943828875451999,-1.173525361185267,-0.3690390718524481,-0.67916089752605,-0.615254978673441,-0.04216473804147519,1.1299076498507379,-0.040031546018692035,-0.39546180110643225,-0.06961838880042494,-0.508791771767156,-0.24004934711413628,0.45941078995930174,0.039121314175776134,-0.2600983794535109,-0.055818584604599014,-0.6804848587511485,-2.468012129740723,0.47306871251986626,-0.061351044552191786,-0.2959077096477493,-0.46424189724090525,0.6171682290841585,-0.1517342110421109,0.06746187025017847,-0.24983350822765488,0.000665191915681651,-0.06696546789630847,-0.24803941373211963,0.27653771819414424,-0.05331238503752453,0.6949931070552211,-0.6858485310138517,-0.6127926517290533,-0.32746686660681257,0.6525792132436405,-1.1035322413532318,-0.8835943619485714,-0.30369594683027595,-0.6829301387101796,0.8574554057637662,0.6323819517849132,0.6306151033352831,-0.9735578268351728,0.4162355852768051,-0.5355247612655768,-0.4928159696423491,-0.3736780979988933,0.13343673098476766,-0.33536578949796814,0.07543442836042837,-0.493071893391937,0.36348336543731086,-0.13281120691364662,-0.782120096581465,0.5199080122011812,0.8208964356060762,0.09976617894934624,-0.08029935995696351,0.34432029999999997,54,Doxorubicin_54_24
54,-0.20143418280177472,-0.07799089198045517,0.06470887760334094,-0.09460281734088505,0.09983675633875455,-0.22801707343048008,-0.47264239417555204,-0.11628004080026282,-0.30754572477592246,-0.31929920961763575,0.2202372638531196,-0.515009963808097,0.5356606971913481,0.07284271977185784,-0.44217893120847046,0.28801491787357403,0.5692370171666602,-0.19329060190426875,-0.592891368009167,-0.7616266518821672,0.26642100773615646,0.03843594348888188,-0.10872440005124857,0.3799891315999701,0.04795762543516277,0.17264524871624276,-0.16126947611636663,-0.02955090978410872,-0.383503701242953,-0.3399172507932377,0.28049718236283194,-0.3859378066697137,0.08109915083353957,-0.2062341264377634,-0.2943069680232165,0.06364871349578528,0.2072081923065916,0.3146401370266313,-0.45389850730629816,-0.21010329610208064,-0.1676278643966437,0.03394351996927051,-0.4060835349567993,-0.2633280649812462,0.040205003873487855,0.15639720149490463,0.35397580931134714,0.05048550477058855,0.042203748443496954,0.16868735687407987,-0.148833970736774,-0.07119968588811736,0.05152272466866237,-0.6544176396738413,0.14347358794163814,-0.3306470924354717,-0.23405311411233262,0.3728864368159668,0.5463035406109921,0.13245919124774605,-0.37039687587230014,-0.9963927826563097,-0.0965672418614988,0.08849289668484157,-0.05297500067105224,0.106640468114391,0.04321633759266383,0.05687055291365781,0.06460755979258209,0.3482891864160666,-0.7419416771427979,-0.3783691502206752,-0.6821899004386666,-0.23016578144547473,-0.19441892654401868,0.1699853329665416,0.6164748427817076,-0.12600856618471473,-0.3077417151191936,-0.36807811800789597,-0.016066982531284912,-0.12412214558922481,-0.24383116498372157,-0.3403397471229919,0.487701917532857,-0.05695592976225653,-0.395707264971567,-0.2362628064063481,-0.3158854664476123,-0.37256480677018927,0.12609790101732746,-0.40954966782883706,0.2977021343541215,-0.09465619055979124,0.1803198363832427,0.18214901121749236,0.08706651501789477,0.37955673475240176,-0.7239321898683019,0.503516624040921,7,Entrectinib_7_24
57,0.13876439928517395,-0.11039055098173693,-0.20208931209433134,-0.26713183925917133,0.08166365590998564,-0.22358764061015227,-0.08204376665213324,0.14492883486304178,-0.3173722498744549,-0.1582603985503455,0.11971911353462439,-0.2525946353957231,0.01319071167670153,-0.32687981895036344,0.025184937648986064,-0.1876158449118378,0.7302500655345383,-0.1144934415600219,-0.8487450331086309,-0.053276369261493484,-0.10349293367139711,0.10950412887576226,-0.521185229525634,-0.035154232717419576,-0.13628578160697497,-0.009170810514991357,0.15179211916327404,-0.14130514764378935,0.016290898195797338,-0.6065858527709742,-0.1496501906685288,-0.14440617956735816,0.1691960310274728,-0.1433666221340449,-0.381301561442359,0.06342483031363415,0.19898888411920237,-0.2739231793665922,-0.2630674120740451,-0.07445143050524676,0.08087096299064503,0.1578921890739945,-0.2417289341967459,-0.1408827648661646,0.14783711274995082,0.058581019003577955,0.5280681660267065,-0.17906671338416014,-0.10127283426028105,0.2154280680104388,-0.4175941171888707,-1.0305978656002293,-0.046187099116669204,-0.26853205934861085,0.04567952918574922,-0.034813875784928894,-0.20597725206772602,-0.025900004257548643,0.7942544256540821,-0.15415178944028626,-0.3304389767461207,0.29801893904765125,-0.23551170158266224,0.20213060945185576,-0.10337288105906978,-0.13127167698990208,0.20038620371705793,-0.14558453731840568,-0.17304394865142683,-0.1685093527175884,0.23455746767841565,-0.5842002996505848,-0.19310037268146027,0.02145964364009247,-0.1262380611157844,-0.5480658294979613,0.10913976804438731,0.1370537776746765,-0.011300252670739327,-0.1682878570532044,-0.15180976627228313,0.40356960478263276,-0.3177964833162406,-0.2236290040635339,-0.06717689842752492,0.07811724199191102,-0.17616233347796173,-0.15090579325252396,-0.038793803842253956,-0.33943467613251127,0.25982941469058646,-0.18218094254211734,-0.04315771958795039,-0.01576715539249877,-0.3385508842114529,0.30582182161947874,0.2615110825505334,0.36180207631700906,-0.11327169941890948,0.943261980053515,27,Enzalutamide_27_24
60,-0.19772256455832096,0.16862022631240867,-0.18485802367780468,-0.5652696828337768,0.2347220584178172,-1.0125976994793247,-0.4693102922852041,-1.7999790497955754,-0.2558162752216069,-0.3623606066978021,0.24503471651566333,0.008090030515410159,0.029199881361816657,1.156905866288451,-0.2533768753133326,0.33027829633620626,3.966149405681064,-0.27912697239508405,0.09377756953115456,0.16578730375911324,0.1958613240117608,-0.7625914630702253,0.0026357042384637457,0.4709922533455366,0.09701424678869189,0.31918570445825684,-0.6923976036370348,-0.25484202205437906,0.2580267855482143,0.643659843547207,0.3848071492569529,-0.3834284408005233,0.10024820333792249,-0.6387260751974211,-0.021039564620332362,0.12222111811223893,0.025531698524690883,0.10217679935790364,0.08317407925247644,-0.5460015939104572,-0.2383367794206819,0.030061284271178008,-0.32711431564954047,-0.3981285479851428,-0.00120160570083184,0.1645178370432153,0.8115710647721459,0.030433503032806744,-0.23804168106823315,-0.029814180066383575,0.10539367592316225,-0.12878266734519497,0.3167373377185641,-0.5511123631991407,0.062178881005900424,-0.5451468511330132,-0.2024490412244621,-1.6011779029975393,0.25634191822523267,0.28937204181555304,-0.002369249257622416,-0.7487332594190298,-0.010665370100631514,0.3691069710167163,0.15160227512074695,-0.08976852274253011,0.5265071510362174,0.5205300898239512,0.2508328965555519,1.6185828349175657,0.2655673983794459,0.9389106578763051,-0.1281645945460644,-0.24247188001948555,-0.14019814540921416,0.1925588159247024,0.04311874166926857,-0.42746787238868317,0.013477642468714376,-0.21728328577889514,0.7714161404982629,0.5241942848224848,0.12682226421052362,-0.6948708349705706,0.3438843460528607,-0.3637208436111266,-0.21897231863416508,-0.3023842190042242,0.5488006002177818,-0.01776643928802489,-0.10644518698631435,0.06325229704671685,0.292319314229485,-0.1024009624362776,-0.3229856697078919,0.5245902572170522,0.27301037992614335,0.4682063302933072,0.25471543876045016,0.6624898,63,Epirubucin_63_24
62,0.0720398133083771,-0.16155507921822004,0.11608621696109071,0.04886657322411525,-0.11015516995041383,-0.21458198225545166,0.05627642103517023,0.11441462933220595,0.042093804190067696,-0.2800026077468307,-0.38522663919318356,-0.4249865018536979,-0.036932667719968025,0.3493044692702286,-0.20773002327416473,-0.06036790088885183,-0.6894301860067805,-0.026275144847456355,-0.6208699879409644,-0.16058568854491312,0.017353254792477193,0.24358648100433414,-0.4595795152689943,0.6505356832693476,-0.0430410716264366,-0.12060261756397456,0.12222171353891059,-0.0295691114552889,-0.10800007215709373,0.07654552016458371,-0.12957410216334914,-0.1153212188269516,0.10758456410716871,0.171156093720634,-0.4598742089968193,0.3020493243084351,0.095591697637988,-0.059009309108023836,-0.23897606773751418,0.007232809147414282,-0.022169993228188092,0.1721237713668995,-0.020177718098562048,-0.02733233074835304,0.21661741409568594,0.12757327809019636,0.11202834617868847,-0.16860091746140937,-0.017320577860388448,0.016225139278389658,-0.07991584462829444,-0.3113433027044349,0.2100351355536828,-0.10524083515333893,0.0905792576675337,0.058908207068397916,-0.04689436582103934,-0.12121352606108261,0.9052145817307855,-0.30982257648414724,-0.06499030385587862,0.3045371665337424,0.1866239235767006,0.033931626719165386,-0.3308893518577243,0.261600710560957,0.292083232102876,-0.11989871419818016,0.036456422260458525,-0.17294205750917024,0.1383499265599849,-0.5750050472027866,-0.46275671062165474,0.1720826560473715,-0.1516855486249254,-0.151818581326738,0.31217583371652996,0.1736479288200026,0.06470526859960532,0.0009753492352203574,-0.39533331254728726,0.10226969346672285,-0.0768362483675008,-0.17819717151209455,-0.07082073800946359,0.10357658450824928,-0.1354790301207797,0.13838147460890138,-0.12844328180205658,-0.2097607548191905,0.21751545394395164,-0.19440536355564797,-0.23130539101500405,0.05902718465348062,0.18849050280312774,-0.012363806114936884,0.4650816665517995,0.2945046032367643,0.0996557406622515,0.6980087192000001,38,Erlotinib Hydrochloride_38_24
65,0.02823210371581299,-0.10524052165078512,0.06701813666766011,-0.09472844778620271,0.4095325852252025,0.024584560936061355,0.11722410413777477,-0.2001074489474434,0.06314691092684689,0.12346843603477287,-0.4973485904137385,-0.3088054998340691,-0.4548612696106173,-0.06023684764426313,-0.1012220117979221,0.009450254340161918,0.7180971633504214,0.07323668734920497,-0.3523591445245033,-0.06408180630886445,-0.041245378230196146,0.39974591401365217,-0.504773086878933,0.5662741393105639,0.05911224963244819,0.1929754743279449,0.09142597896385768,-0.07724889838079362,-0.06261078142040495,-0.8562117688254961,-0.11386233035607733,-0.35599792874061414,0.05709299081343158,0.14233907081430494,-0.42252829921718593,-0.009217168743968003,0.23057522305888092,-0.18298860088910918,-0.06301700196437417,-0.07133820582965794,0.07718932529100757,0.19145391175372936,-0.14638310554804337,0.02235830342205106,0.19976313787737687,0.23122873350726558,-0.06634803712999537,-0.18066507058900064,0.030612643560642028,0.24573862058439033,-0.353461497793156,-0.16112562675042108,0.28368753302985467,0.09842401402193464,-0.3533344854730775,-0.14402308154303875,0.017750218968540236,-0.8051016039399098,-0.1508256634057172,-0.11310641314860907,0.0501708832349305,0.11632091525127398,-0.0630551023816222,0.17640453904764586,-0.2620038342265931,-0.08676867552171597,0.12785504124933247,-0.13028711661571027,0.18950332816416463,0.3097999589226576,0.013357072948791229,-0.46801061229540436,0.007213136683603026,0.05392518961407921,-0.034458947663894866,-0.34173893504706787,0.33344169653973577,0.1337769730519274,-0.018353975807709626,-0.058277772797915385,-0.5581610009662356,0.49392136341779286,-0.3750811956519451,-0.11156685477581108,-0.06185615524179838,0.16298255025690564,-0.04000741136731018,0.01925825959521126,0.058000699326588745,-0.18435289644422273,-0.234235615164901,-0.3695664863639232,-0.07098805018562497,0.24928559442942066,0.17236272618190687,0.07502470558505564,0.1941019905030851,0.6337426711064201,0.05460714281555199,0.9734171097,66,Estradiol_66_24
